SYMBOL,SECURITY,BMK WT,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
9301 JP,Mitsubishi Logistics Corp,0.01,,,71,77,61,23,76,66,14,,"2,139","1,579",13.00,0,-10.8,21.2,,,,
SEK AU,Seek Ltd,0.03,Yes,N,71,23,81,98,36,48,42,,"4,634","4,329",16.00,0,30.5,24.2,,Anil Daka,,
SO FP,Somfy Sa,0.00,,,72,39,75,93,28,86,37,,"3,596",743,0.40,0,19.4,18.5,,,,
ODET FP,Financiere De L'odet,0.01,,,72,71,72,,24,41,,,"6,770",623,0.19,0,37.7,,,,,
WEIR LN,Weir Group Plc/the,0.03,Yes,N,72,71,80,21,55,24,57,,"5,044","5,033",54.74,0,6.2,15.0,,Anil Daka,,
9003 JP,Sotetsu Holdings Inc,0.01,,,73,62,52,82,59,66,22,,"2,372","2,065",3.23,0,0.1,14.1,,,,
GIL GR,Dmg Mori Ag,0.01,,,73,60,87,61,7,11,77,,"4,757","1,140",21.65,0,31.6,35.2,,,,
MAN GR,Man Se,0.02,,,74,73,64,56,43,17,69,,"16,321","3,798",7.92,0,15.2,32.5,,,,
MAN3 GR,Man Se Non Vtg Prf Npv,0.00,,,74,73,64,56,43,17,69,,"16,321",369,7.92,0,15.2,32.5,,,,
SIE SP,Sia Engineering Co Ltd,0.00,,,74,34,85,90,47,83,20,,"2,870",638,1.18,0,18.5,21.9,,,,
SPIE FP,Spie Sa,0.01,,N,74,80,47,85,9,48,41,,"4,278","3,523",12.26,0,36.1,13.7,,Anil Daka,,
SKAB SS,Skanska Ab-B Shs,0.05,,N,74,69,51,76,63,91,47,,"9,147","8,681",53.76,0,0.5,14.6,,Alaina Anderson,,
G1A GR,Gea Group Ag,0.05,,N,74,42,72,88,71,45,62,Yes,"8,661","7,971",61.19,0,4.2,18.0,,Andrew Siepker,,
9048 JP,Nagoya Railroad Co Ltd,0.03,,,75,68,68,49,80,59,39,,"4,159","4,080",9.10,0,-4.4,15.2,,,,
CNHI EB,Cnh Industrial Nv,0.07,,,75,84,80,30,7,44,45,,"15,271","11,040",8.37,0,32.5,19.0,,,,
9005 JP,Tokyu Corp,0.04,,,75,70,81,37,52,86,28,,"9,249","8,888",16.16,0,0.7,15.9,,,,
MAERSKB DC,Ap Moller-Maersk A/s-B,0.08,,,75,56,61,98,9,41,67,,"43,001","13,748",94.25,0,37.0,17.5,,,,
MAERSKA DC,Ap Moeller-Maersk A/s-A,0.05,,,75,56,61,98,9,41,67,,"43,001","6,146",94.25,0,37.0,17.5,,,,
RBA CN,Ritchie Bros Auctioneers,0.02,,N,75,43,68,86,87,71,71,Yes,"3,050","3,044",21.01,0,-15.4,24.7,,Anil Daka,,
PWTN SW,Panalpina Welttransport -Reg,0.01,,,76,40,78,91,56,46,84,Yes,"3,124","1,295",8.35,0,3.1,26.9,,,,
BOL FP,Bollore,0.03,,,77,79,73,59,15,47,71,,"13,346","3,331",15.57,0,30.6,24.0,,,,
9008 JP,Keio Corp,0.03,,,77,71,90,20,53,74,14,,"5,323","4,785",8.56,0,1.8,23.7,,,,
RCF FP,Teleperformance,0.05,,O,77,64,65,89,21,23,17,,"8,008","7,848",24.59,0,36.7,17.8,,Anil Daka,,
2588 HK,Boc Aviation Ltd,0.01,,,78,73,52,75,73,39,4,Yes,"3,596","1,079",3.37,0,8.3,6.3,,,,
WCN CN,Waste Connections Inc,0.10,,,78,51,99,34,15,1,24,,"17,013","16,900",46.15,0,6.9,26.5,,,,
SYD AU,Sydney Airport,0.04,,N,78,63,96,26,35,62,51,,"12,801","12,635",43.52,0,27.0,39.8,,Andrew Siepker,,
2768 JP,Sojitz Corp,0.02,,,80,96,46,23,64,32,60,,"3,283","2,943",17.28,0,4.7,6.7,,,,
COB LN,Cobham Plc,0.03,,,80,64,77,70,68,85,86,,"4,170","4,170",14.27,0,-0.4,23.2,,,,
KOG NO,Kongsberg Gruppen Asa,0.01,,,80,86,52,65,48,31,70,,"1,973",664,0.98,0,19.8,14.2,,,,
9044 JP,Nankai Electric Railway Co,0.02,,,81,70,81,68,43,61,8,,"2,886","2,770",3.96,0,-2.9,17.1,,,,
SPOST SP,Singapore Post Ltd,0.01,,,81,40,87,85,85,36,62,,"2,135","1,323",6.93,0,-4.1,21.4,,,,
9024 JP,Seibu Holdings Inc,0.02,,,82,86,79,30,50,74,28,,"6,125","4,274",28.58,0,-1.6,13.1,,,,
9064 JP,Yamato Holdings Co Ltd,0.04,Yes,N,82,58,70,92,66,38,70,,"8,314","6,904",35.64,0,-0.1,24.9,,Andrew Siepker,,
KEP SP,Keppel Corp Ltd,0.04,Yes,N,82,84,54,85,32,75,62,,"8,389","8,383",12.72,0,22.6,12.4,,Andrew Siepker,,
7011 JP,Mitsubishi Heavy Industries,0.07,,,83,77,44,93,74,45,70,,"12,945","11,885",60.89,0,-8.9,11.0,,,,
9041 JP,Kintetsu Group Holdings Co L,0.04,,,83,70,86,57,60,65,27,,"7,344","7,004",9.83,0,1.4,24.8,,,,
SAABB SS,Saab Ab-B,0.01,,NO,83,71,77,91,11,23,40,,"5,013","2,756",19.34,0,25.6,18.4,,Anil Daka,,
FER SM,Ferrovial Sa,0.07,,,84,77,82,69,36,49,69,,"16,339","10,378",45.11,0,22.1,32.5,,,,
9007 JP,Odakyu Electric Railway Co,0.04,,,84,64,94,51,60,64,8,,"7,225","6,613",11.16,0,0.1,24.1,,,,
GET FP,Groupe Eurotunnel Se - Regr,0.03,,N,84,79,91,41,36,43,58,,"6,336","6,145",28.30,0,18.5,37.3,,Anil Daka,,
ALO FP,Alstom,0.03,,,86,94,71,61,9,96,62,,"7,861","5,528",25.30,0,31.1,17.2,,,,
9101 JP,Nippon Yusen Kk,0.02,,,87,82,69,81,61,57,96,,"3,322","3,150",34.81,0,1.2,17.5,,,,
9045 JP,Keihan Holdings Co Ltd,0.02,,,89,81,85,61,73,79,27,,"3,462","3,070",5.04,0,-1.9,17.7,,,,
SNC CN,Snc-Lavalin Group Inc,0.04,,,90,86,90,41,73,27,57,,"7,302","7,298",25.68,0,-10.7,18.6,,,,
9006 JP,Keikyu Corp,0.03,,,90,71,99,43,37,83,36,,"6,059","5,298",13.47,0,0.4,27.3,,,,
293 HK,Cathay Pacific Airways,0.01,,,90,87,81,77,39,75,98,,"5,921","1,391",14.14,0,19.3,74.4,,,,
9104 JP,Mitsui Osk Lines Ltd,0.02,,,90,93,78,55,40,34,94,,"3,850","3,612",30.45,0,8.0,13.7,,,,
AIA NZ,Auckland Intl Airport Ltd,0.03,,N,90,68,97,65,53,54,3,,"5,962","4,615",5.17,0,19.8,30.5,,Anil Daka,,
TCL AU,Transurban Group,0.12,,N,91,74,92,89,32,19,81,,"19,421","19,403",55.20,0,24.9,48.3,,Andrew Siepker,,
OHL SM,Obrascon Huarte Lain S.a.,0.00,,,92,97,60,75,47,90,90,,"1,278",637,7.67,0,14.6,7.0,,,,
SCI SP,Sembcorp Industries Ltd,0.01,,,93,96,60,89,33,49,64,,"3,959","1,982",7.12,0,24.1,11.9,,,,
BBD/A CN,Bombardier Inc-A,0.00,,,93,98,77,31,59,83,93,,"4,659",484,23.90,0,7.9,28.2,,,,
BBD/B CN,Bombardier Inc-B,0.02,,,93,98,77,31,59,83,93,,"4,659","3,960",23.90,0,7.9,28.2,,,,
316 HK,Orient Overseas Intl Ltd,0.01,,,93,88,98,63,4,45,92,,"5,773","1,799",25.11,0,125.1,25.4,,,,
ZC FP,Zodiac Aerospace,0.03,Yes,N,93,86,90,72,59,27,76,,"8,357","7,042",27.60,0,24.9,25.7,,Anil Daka,,
439 HK,Kuangchi Science Ltd,0.00,,,94,88,92,,84,,,,"2,061",496,0.60,0,-6.6,,,,,
BBY LN,Balfour Beatty Plc,0.01,,,95,96,82,67,63,26,92,,"2,423","2,421",10.19,0,4.6,14.5,,,,
6366 JP,Chiyoda Corp,0.00,,,96,76,60,100,90,84,97,Yes,"1,349",879,16.02,0,-12.3,23.2,,,,
1963 JP,Jgc Corp,0.02,,,96,96,73,79,70,88,71,,"4,112","3,531",27.88,0,-10.4,15.1,,,,
GBF GR,Bilfinger Se,0.01,,,96,98,76,62,55,98,95,,"1,831","1,291",8.42,0,9.5,25.6,,,,
SRP LN,Serco Group Plc,0.01,,,99,99,75,88,91,100,89,Yes,"1,531","1,507",15.19,0,-17.8,31.7,,,,
SMM SP,Sembcorp Marine Ltd,0.01,,,99,98,93,90,35,44,92,,"2,464",954,4.33,0,31.5,28.7,,,,
,,,,,40,38,58,41,24,52,47,,,,,,25.2,,,,,
TRVG,Trivago Nv - Adr,0.02,,,,,,91,17,,95,,"3,694","3,694",26.23,0,,,,,,
8035 JP,Tokyo Electron Ltd,0.13,,O,2,19,44,3,1,33,71,,"23,098","21,712",193.45,0,52.2,13.6,,William Benton,,
2121 JP,Mixi Inc,0.03,,N,2,6,7,43,3,69,79,,"4,246","2,186",35.83,0,51.1,9.3,,Drew Buckley,,
6448 JP,Brother Industries Ltd,0.03,,,3,23,30,11,3,62,46,,"6,101","5,294",27.70,0,40.9,13.0,,,,
7751 JP,Canon Inc,0.22,,,5,20,35,18,4,40,50,,"46,506","36,760",136.64,0,25.2,18.5,,,,
3765 JP,Gungho Online Entertainment,0.01,,,5,1,16,36,19,39,79,,"2,812","1,083",18.29,0,31.7,13.0,,,,
4768 JP,Otsuka Corp,0.02,,O,6,17,53,14,2,72,18,,"6,151","3,307",19.65,0,40.0,20.9,,Drew Buckley,,
TEL,Te Connectivity Ltd,0.17,Yes,N,6,23,53,6,5,72,21,,"27,751","27,683",112.57,0,19.4,15.6,,William Benton,,
3659 JP,Nexon Co Ltd,0.03,,,9,26,45,17,5,18,56,,"10,927","4,973",27.11,0,42.8,15.8,,,,
6702 JP,Fujitsu Ltd,0.09,,N,9,35,23,26,6,27,68,,"15,474","14,253",78.62,0,31.4,11.1,,William Benton,,
6146 JP,Disco Corp,0.03,,N,9,17,75,8,1,38,70,,"6,580","5,097",54.92,0,48.8,19.1,,Drew Buckley,,
6645 JP,Omron Corp,0.06,,O,10,16,66,5,20,48,61,,"10,733","10,225",42.73,0,30.5,18.5,,Andrew Siepker,,
CRTO,Criteo Sa-Spon Adr,0.02,,,11,24,46,16,18,29,27,,"3,209","3,209",35.11,0,25.2,14.7,,,,
6501 JP,Hitachi Ltd,0.19,,,14,54,22,10,20,54,66,,"32,195","31,309",111.79,0,21.3,9.9,,,,
9766 JP,Konami Holdings Corp,0.03,,O,14,22,69,17,4,42,74,,"7,528","4,992",44.89,0,26.4,23.0,,Drew Buckley,,
CHKP,Check Point Software Tech,0.08,Yes,O,14,2,68,19,4,70,2,,"17,662","13,154",112.87,0,26.2,19.3,,William Benton,,
STM IM,Stmicroelectronics Nv,0.07,,N,14,40,58,5,4,24,69,,"15,544","10,093",195.92,0,48.4,16.8,,William Benton,,
ATO FP,Atos Se,0.08,,O,15,33,37,56,1,38,51,,"15,854","13,846",68.92,0,44.0,14.2,,William Benton,,
9684 JP,Square Enix Holdings Co Ltd,0.02,,,17,40,33,16,32,32,69,,"4,327","2,948",27.90,0,27.5,16.9,,,,
AMS SM,Amadeus It Group Sa,0.16,Yes,O,18,9,65,40,3,60,20,,"26,727","26,630",152.51,0,38.8,21.3,,William Benton,,
UBI FP,Ubisoft Entertainment,0.03,,N,18,21,69,30,4,33,66,,"7,408","4,143",35.42,0,77.1,22.3,,Drew Buckley,,
303 HK,Vtech Holdings Ltd,0.01,,,19,7,49,41,29,62,23,,"3,581","2,412",4.96,0,13.1,15.0,,,,
6506 JP,Yaskawa Electric Corp,0.04,,N,20,35,89,2,2,25,82,,"8,132","7,960",63.89,0,69.8,21.9,,Anil Daka,,
4704 JP,Trend Micro Inc,0.03,,N,20,5,65,51,2,72,18,,"6,510","6,035",30.47,0,41.7,24.5,,William Benton,,
WLN FP,Worldline Sa,0.01,,O,21,13,76,22,7,37,5,,"5,355","1,603",5.33,0,43.7,25.0,,Daniel Hill,,
SXS LN,Spectris Plc,0.02,,N,21,18,62,39,14,84,16,,"3,650","3,636",17.37,0,14.9,15.8,,Anil Daka,,
9719 JP,Scsk Corp,0.01,Yes,O,22,24,54,46,11,84,14,,"4,699","2,063",13.27,0,26.7,18.2,,Drew Buckley,,
4684 JP,Obic Co Ltd,0.03,Yes,O,22,21,84,9,16,65,11,,"6,266","3,759",13.25,0,41.9,22.5,,Drew Buckley,,
4739 JP,Itochu Techno-Solutions Corp,0.01,,NO,22,49,53,16,2,85,24,,"4,237","1,566",10.12,0,36.1,17.7,,Drew Buckley,,
DLG GR,Dialog Semiconductor Plc,0.02,,O,23,3,42,58,37,44,64,,"3,394","3,100",41.52,0,3.3,13.6,,Drew Buckley,,
SAP GR,Sap Se,0.59,Yes,O,23,18,69,39,7,61,8,,"129,523","99,934",391.25,0,23.1,19.5,,William Benton,,
CSU CN,Constellation Software Inc,0.07,Yes,O,23,3,75,22,15,34,15,,"11,958","11,076",40.25,0,2.0,21.8,,William Benton,,
7701 JP,Shimadzu Corp,0.03,,,24,30,75,13,11,65,39,,"5,436","5,163",18.82,0,24.9,18.9,,,,
5214 JP,Nippon Electric Glass Co Ltd,0.02,,,25,69,33,9,7,28,79,,"3,760","3,158",23.82,0,29.2,17.1,,,,
SOW GR,Software Ag,0.01,,N,25,36,32,49,25,80,13,,"3,342","3,148",18.31,0,20.7,14.3,,Drew Buckley,,
WDI GR,Wirecard Ag,0.06,,O,26,25,93,6,3,29,23,,"10,180","9,087",60.38,0,76.6,25.8,,Daniel Hill,,
CAP FP,Capgemini Se,0.10,Yes,O,26,44,38,38,12,59,14,,"18,608","17,246",94.65,0,30.7,14.6,,William Benton,,
ING FP,Ingenico Group,0.03,Yes,N,26,34,51,23,37,71,21,,"6,188","5,875",48.81,0,32.4,15.6,,William Benton,,
4307 JP,Nomura Research Institute Lt,0.03,,O,27,29,62,47,5,91,24,,"10,314","4,737",16.98,0,28.6,20.4,,William Benton,,
UTDI GR,United Internet Ag-Reg Share,0.04,,N,27,25,62,53,7,65,29,,"11,994","7,081",39.21,0,57.7,18.4,,William Benton,,
MONY LN,Moneysupermarket.com,0.01,,O,28,1,53,67,22,70,17,,"2,200","2,194",12.67,0,22.5,17.3,,Drew Buckley,,
BB CN,Blackberry Ltd,0.03,,,29,55,47,10,30,86,98,,"4,681","4,238",40.27,0,21.2,105.3,,,,
PTEC LN,Playtech Plc,0.02,,O,29,28,36,73,20,32,13,,"4,034","3,775",25.30,0,25.4,11.7,,Drew Buckley,,
6963 JP,Rohm Co Ltd,0.04,,,30,66,47,13,3,33,75,,"8,760","7,212",56.66,0,38.6,20.6,,,,
PAYS LN,Paysafe Group Plc,0.02,,,30,37,57,35,12,31,55,,"3,608","3,491",21.83,0,68.4,14.4,,,,
CPU AU,Computershare Ltd,0.03,,,30,40,49,43,8,71,31,,"5,863","4,989",24.39,0,25.3,16.1,,,,
4901 JP,Fujifilm Holdings Corp,0.09,,N,30,57,16,38,56,69,34,,"19,652","15,687",66.84,0,-2.3,13.4,,Tommy Sternberg,,
6971 JP,Kyocera Corp,0.12,,,31,66,58,3,11,76,65,,"23,075","20,535",64.63,0,18.7,20.8,,,,
AUTO LN,Auto Trader Group Plc,0.03,,NO,32,2,75,25,51,62,6,,"4,211","4,036",31.29,0,-1.3,17.2,,Drew Buckley,,
RMV LN,Rightmove Plc,0.03,Yes,O,33,1,90,11,34,56,14,,"4,743","4,720",24.77,0,18.0,22.7,,Drew Buckley,,
9613 JP,Ntt Data Corp,0.04,,,34,47,42,34,31,70,25,,"15,177","6,787",33.81,0,13.3,21.1,,,,
STX,Seagate Technology,0.06,,,34,6,7,100,60,81,77,Yes,"9,049","8,960",189.87,0,-12.1,8.0,,,,
6841 JP,Yokogawa Electric Corp,0.02,,NO,35,41,54,37,22,86,51,,"4,171","3,940",16.10,0,16.1,15.2,,Quant Intl,,
6723 JP,Renesas Electronics Corp,0.01,Yes,O,35,37,67,24,22,35,84,,"16,207","4,399",71.45,0,19.6,19.4,,William Benton,,
4716 JP,Oracle Corp Japan,0.01,,O,35,1,80,48,11,90,3,,"8,920","2,285",11.14,0,35.3,24.0,,Drew Buckley,,
6806 JP,Hirose Electric Co Ltd,0.03,Yes,N,36,38,63,35,14,93,18,,"5,652","4,292",12.40,0,21.6,23.2,,Drew Buckley,,
LNK AU,Link Administration Holdings,0.02,,,38,48,59,13,49,39,56,,"2,910","2,559",12.57,0,19.6,15.5,,,,
7762 JP,Citizen Watch Co Ltd,0.01,,,38,60,25,57,15,91,34,,"2,227","1,903",10.25,0,23.6,13.7,,,,
522 HK,Asm Pacific Technology,0.02,,N,38,37,71,34,10,29,71,,"4,992","3,261",34.51,0,24.7,15.5,,Drew Buckley,,
SOP FP,Sopra Steria Group,0.01,,,39,69,37,43,2,42,23,,"3,493","2,584",5.70,0,50.3,13.6,,,,
ASML NA,Asml Holding Nv,0.30,Yes,O,39,49,94,2,4,25,59,,"66,322","58,631",280.45,0,36.9,24.3,,William Benton,,
SGE LN,Sage Group Plc/the,0.06,,N,39,16,59,73,39,72,14,,"9,653","9,645",47.14,0,12.2,20.9,,William Benton,,
GIB/A CN,Cgi Group Inc - Class A,0.08,,O,39,30,42,79,34,64,3,,"14,754","12,934",42.87,0,-5.5,15.5,,William Benton,,
MCRO LN,Micro Focus International,0.04,Yes,O,39,33,48,66,29,75,27,,"6,676","6,650",53.50,0,11.0,15.9,,Drew Buckley,,
HLMA LN,Halma Plc,0.03,Yes,O,41,16,88,30,31,75,1,,"5,380","5,352",17.28,0,30.4,23.8,,Anil Daka,,
6724 JP,Seiko Epson Corp,0.04,,N,41,42,61,38,23,30,64,,"10,324","7,252",106.96,0,19.5,14.4,,William Benton,,
FLEX,Flex Ltd,0.05,,,42,44,29,83,18,79,53,,"8,321","8,224",59.24,0,13.4,11.2,,,,
6770 JP,Alps Electric Co Ltd,0.03,,N,42,48,64,23,27,42,73,,"5,517","5,334",67.15,0,15.8,12.2,,Drew Buckley,,
ASM NA,Asm International Nv,0.02,,,43,61,61,28,3,53,79,,"3,613","2,787",14.46,0,33.9,12.7,,,,
6701 JP,Nec Corp,0.04,,,43,73,21,35,37,23,93,,"6,999","6,672",23.55,0,2.9,16.3,,,,
TEMN SW,Temenos Group Ag-Reg,0.04,Yes,O,43,3,96,48,1,44,23,,"6,921","5,705",39.83,0,37.3,34.6,,Drew Buckley,,
6981 JP,Murata Manufacturing Co Ltd,0.18,Yes,N,43,17,71,75,22,41,45,,"35,183","32,089",118.46,0,17.1,17.4,,William Benton,,
8036 JP,Hitachi High-Technologies Co,0.01,,N,45,47,11,95,51,89,59,Yes,"4,977","2,336",19.87,0,-4.4,12.3,,Drew Buckley,,
2018 HK,Aac Technologies Holdings In,0.07,,,46,14,90,34,34,26,21,,"18,659","11,082",72.75,0,48.4,19.1,,,,
NICE IT,Nice Ltd,0.03,,O,48,50,56,40,34,51,7,,"4,645","4,645",6.11,0,10.4,17.2,,Drew Buckley,,
2371 JP,Kakaku.com Inc,0.01,Yes,N,49,3,61,76,78,73,12,,"2,666","1,611",20.91,0,-14.3,17.1,,Drew Buckley,,
IFX GR,Infineon Technologies Ag,0.16,Yes,O,49,36,75,63,6,52,64,,"25,568","24,062",168.23,0,25.7,19.1,,William Benton,,
4062 JP,Ibiden Co Ltd,0.01,,,50,63,56,37,10,96,88,,"2,378","1,939",15.28,0,29.7,21.5,,,,
2432 JP,Dena Co Ltd,0.01,,N,53,45,33,76,71,91,74,,"3,279","2,301",52.85,0,1.5,15.3,,Drew Buckley,,
4689 JP,Yahoo Japan Corp,0.04,Yes,N,55,28,74,79,28,82,36,,"27,166","5,829",51.56,0,19.1,19.7,,William Benton,,
FINGB SS,Fingerprint Cards Ab-B,0.01,,,56,11,36,99,82,98,98,,"1,398","1,255",51.86,0,-31.7,10.8,,,,
NOKIA FH,Nokia Oyj,0.22,,,56,90,39,10,16,51,82,,"36,374","34,985",214.46,0,34.7,15.7,,,,
OTEX CN,Open Text Corp,0.05,,N,56,70,48,25,50,41,31,,"8,463","7,963",24.34,0,-5.8,11.7,,William Benton,,
WPG LN,Worldpay Group Plc,0.06,Yes,N,56,33,83,56,23,39,4,,"11,014","10,665",119.77,0,48.1,27.4,,Daniel Hill,,
DSY FP,Dassault Systemes Sa,0.08,Yes,N,56,17,91,66,20,55,2,,"25,557","12,870",47.94,0,28.6,28.2,,William Benton,,
6965 JP,Hamamatsu Photonics Kk,0.02,,,60,21,94,62,29,56,29,,"5,155","4,242",10.68,0,19.9,29.6,,,,
HEXAB SS,Hexagon Ab-B Shs,0.07,Yes,N,60,31,75,82,26,69,6,,"17,371","12,160",50.51,0,39.2,20.6,,Andrew Siepker,,
AXIS SS,Axis Communications Ab,0.00,Yes,,63,7,94,,67,66,40,,"2,949",394,0.05,0,15.0,40.9,,,,
JE/ LN,Just Eat Plc,0.03,,N,63,26,98,39,16,18,33,,"5,521","4,938",55.52,0,15.8,27.6,,Drew Buckley,,
6762 JP,Tdk Corp,0.05,,,64,79,41,30,58,33,60,,"8,795","8,506",72.47,0,0.2,13.3,,,,
GTO NA,Gemalto,0.03,Yes,N,65,48,21,99,59,80,77,Yes,"4,864","4,526",80.85,0,-11.1,15.2,,William Benton,,
YNDX,Yandex Nv-A,0.05,Yes,O,65,36,91,55,20,44,62,,"9,704","8,050",79.04,0,46.7,,,Drew Buckley,,
6861 JP,Keyence Corp,0.29,Yes,O,68,29,100,34,5,17,32,,"63,623","48,962",124.06,0,34.8,33.5,,Andrew Siepker,,
3436 JP,Sumco Corp,0.02,,NO,68,78,83,13,17,13,93,,"4,473","3,271",118.44,0,27.9,11.6,,Drew Buckley,,
2038 HK,Fih Mobile Ltd,0.01,,,69,90,21,45,58,47,96,,"2,459",889,2.63,0,13.3,14.0,,,,
ALT FP,Altran Technologies Sa,0.02,,,69,78,57,51,17,49,36,,"2,989","2,509",5.69,0,22.5,13.8,,,,
SHOP CN,Shopify Inc - Class A,0.05,,N,69,92,90,2,1,,100,,"10,087","8,142",183.10,0,116.9,490.9,,William Benton,,
4902 JP,Konica Minolta Inc,0.02,,,70,63,20,97,65,59,67,Yes,"4,057","3,918",28.88,0,-7.8,12.6,,,,
ERICA SS,Ericsson Lm-A Shs,0.00,,N,71,66,44,86,40,67,88,,"19,972",17,34.90,0,9.9,18.4,,William Benton,,
ERICB SS,Ericsson Lm-B Shs,0.11,,N,71,66,44,86,40,67,88,,"19,972","18,061",34.90,0,9.9,18.4,,William Benton,,
6857 JP,Advantest Corp,0.02,,NO,72,70,88,23,22,79,92,,"3,351","2,614",55.97,0,11.2,17.0,,Drew Buckley,,
7752 JP,Ricoh Co Ltd,0.04,,,74,88,62,16,52,26,89,,"7,481","7,000",31.29,0,5.3,21.1,,,,
G24 GR,Scout24 Ag,0.01,,,76,55,83,67,47,21,15,,"4,319","2,751",4.84,0,6.3,21.2,,,,
968 HK,Xinyi Solar Holdings Ltd,0.01,,,80,80,38,82,83,55,54,,"2,476",850,6.18,0,-4.0,7.3,,,,
NETS DC,Nets A/s,0.02,,,82,78,66,87,22,5,20,,"4,934","2,935",13.62,0,35.7,16.8,,,,
3938 JP,Line Corp,0.01,,O,82,44,94,80,63,13,95,,"7,753","1,203",23.66,0,2.8,46.3,,William Benton,,
7974 JP,Nintendo Co Ltd,0.22,,O,85,86,98,11,11,41,90,,"46,747","38,900","1,037.60",0,63.1,25.7,,Drew Buckley,,
AMS SW,Ams Ag,0.02,Yes,N,86,74,99,52,2,12,83,,"5,827","5,019",69.92,0,151.4,19.7,,Drew Buckley,,
981 HK,Semiconductor Manufacturing,0.02,,N,94,89,68,95,69,27,85,Yes,"4,244","3,426",28.46,0,-31.4,17.2,,Drew Buckley,,
INXN,Interxion Holding Nv,0.02,,,95,82,100,58,5,20,36,,"3,563","3,499",17.92,0,36.3,,,,,
1282 HK,China Goldjoy Group Ltd,0.00,,,100,100,93,,90,,,,"1,203",371,2.05,0,-55.1,,,,,
,,,,,46,46,49,47,46,57,53,,,,,,16.4,,,,,
APAM NA,Aperam,0.01,,,,,,,,,,,"4,228","2,476",,,,,,,,
4042 JP,Tosoh Corp,0.04,,NO,2,20,20,14,4,77,78,,"7,286","6,553",57.34,0,65.4,10.1,,Quant Intl,,
1COV GR,Covestro Ag,0.06,Yes,O,3,20,23,5,43,55,81,,"16,198","8,139",75.06,0,15.8,12.2,,William DeAllaume,,
FMG AU,Fortescue Metals Group Ltd,0.05,,N,3,12,5,22,82,60,93,,"14,482","6,589",109.48,0,6.1,12.3,,William DeAllaume,,
FMG AU,Fortescue Metals Group Ltd,0.05,,N,3,12,5,22,82,60,93,,"14,482","6,589",109.48,0,6.1,12.3,,William DeAllaume,,
3405 JP,Kuraray Co Ltd,0.04,,N,4,23,21,15,11,43,35,,"6,782","6,563",26.65,0,29.2,14.7,,William DeAllaume,,
4202 JP,Daicel Corp,0.02,Yes,N,6,15,10,49,45,85,22,,"4,445","3,680",20.76,0,19.3,11.3,,William DeAllaume,,
TX,Ternium Sa-Sponsored Adr,0.01,,N,6,42,11,13,23,70,76,,"5,901","5,901",10.32,0,31.0,9.2,,William DeAllaume,,
AKE FP,Arkema,0.05,Yes,O,7,34,24,8,25,32,46,,"8,521","8,021",48.39,0,17.9,12.6,,William DeAllaume,,
RIO LN,Rio Tinto Plc,0.34,Yes,N,7,24,16,27,44,86,72,,"84,842","49,531",140.45,0,24.6,13.7,,William DeAllaume,,
4182 JP,Mitsubishi Gas Chemical Co,0.03,,NO,8,38,39,3,14,79,79,,"5,939","4,809",23.24,0,35.7,11.8,,William DeAllaume,,
EVR LN,Evraz Plc,0.01,,,9,17,16,38,60,67,81,,"5,299","1,183",11.13,0,13.1,9.6,,,,
MNDI LN,Mondi Plc,0.06,,N,9,11,41,21,13,54,22,,"13,039","9,857",57.08,0,29.8,14.2,,William DeAllaume,,
WFT CN,West Fraser Timber Co Ltd,0.02,,,10,14,43,23,16,46,88,,"3,899","2,985",18.90,0,29.0,11.1,,,,
4188 JP,Mitsubishi Chemical Holdings,0.07,,N,11,46,17,24,10,83,72,,"13,371","12,339",53.42,0,30.4,9.2,,William DeAllaume,,
6988 JP,Nitto Denko Corp,0.08,,N,12,15,72,3,31,45,51,,"15,279","14,049",59.41,0,14.6,17.8,,William DeAllaume,,
4183 JP,Mitsui Chemicals Inc,0.03,,N,12,52,19,9,21,88,80,,"6,160","5,225",41.07,0,26.5,9.6,,Quant Intl,,
SMDS LN,Ds Smith Plc,0.04,,N,13,22,32,36,38,68,15,,"6,491","6,130",31.28,0,26.8,14.2,,William DeAllaume,,
3407 JP,Asahi Kasei Corp,0.09,Yes,O,14,35,35,20,17,67,42,,"16,021","15,171",42.03,0,30.0,14.2,,William DeAllaume,,
STERV FH,Stora Enso Oyj-R Shs,0.05,,,15,44,39,10,11,53,56,,"10,761","6,718",58.25,0,30.1,13.1,,,,
MMK AV,Mayr-Melnhof Karton Ag,0.01,,,15,23,34,45,23,72,1,,"2,657","1,860",0.62,0,27.1,13.8,,,,
4185 JP,Jsr Corp,0.02,,N,15,44,34,6,44,86,55,,"4,270","3,601",23.23,0,9.9,14.9,,William DeAllaume,,
NDA GR,Aurubis Ag,0.02,,NO,15,49,18,40,3,33,68,,"3,889","2,917",27.48,0,53.3,14.2,,Quant Intl,,
4005 JP,Sumitomo Chemical Co Ltd,0.06,,,16,48,31,9,25,69,63,,"9,990","9,529",47.59,0,24.3,9.7,,,,
NVG PL,Navigator Co Sa/the,0.01,,,16,40,35,20,13,76,25,,"3,129",957,2.53,0,34.8,13.6,,,,
