SYMBOL,COMPANY,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
ENF CN,Enbridge Income Fund Holdings Inc,,N,74,61,39,81,95,44,20,Yes,"3,568","2,840",13.95,0,-12.6,12.7,,Taylor Cope,,
ARX CN,Arc Resources Ltd,,N,74,50,78,29,100,90,86,,"4,458","4,182",23.81,0,-29.0,27.0,,William DeAllaume,,
MTL CN,Mullen Group Ltd,,N,75,43,60,80,99,32,65,Yes,"1,269","1,192",2.50,0,-24.5,18.7,,Taylor Cope,,
ERF CN,Enerplus Corp,,N,76,65,43,86,86,14,87,Yes,"2,093","2,088",16.64,0,-17.0,13.4,,Taylor Cope,,
SU CN,Suncor Energy Inc,Yes,O,79,53,59,91,89,72,86,Yes,"51,783","49,370",171.43,0,-13.7,26.9,,William DeAllaume,,
RRX CN,Raging River Exploration Inc,,O,84,41,80,87,100,20,85,Yes,"1,204","1,092",8.04,0,-28.9,16.9,,Taylor Cope,,
OSH AU,Oil Search Ltd,Yes,O,84,53,87,74,92,15,77,Yes,"7,968","7,137",28.14,0,2.1,26.3,,William DeAllaume,,
TOG CN,Torc Oil & Gas Ltd,,N,84,81,40,65,100,11,99,Yes,778,747,6.12,0,-35.8,-369.3,,Taylor Cope,,
CVX,Chevron Corp,Yes,N,84,60,57,95,93,25,72,,"201,552","201,466",561.88,0,-6.3,21.3,,William DeAllaume,,
HAL,Halliburton Co,Yes,N,84,63,87,44,97,40,72,,"33,696","31,433",422.22,0,-20.0,17.7,,William DeAllaume,,
PKI CN,Parkland Fuel Corp,,N,85,65,73,86,89,20,84,Yes,"2,609","2,587",11.19,0,-8.5,22.9,,Taylor Cope,,
HP,Helmerich & Payne Inc,Yes,N,85,45,73,94,98,59,79,Yes,"4,761","4,274",118.39,0,-31.5,-87.3,,William DeAllaume,,
CNQ CN,Canadian Natural Resources Ltd,Yes,O,86,77,70,64,95,49,85,,"36,976","33,172",136.49,0,-15.7,21.3,,William DeAllaume,,
SLB,Schlumberger Ltd,Yes,O,87,32,93,87,100,22,63,Yes,"87,710","87,612",502.77,0,-17.4,26.7,,William DeAllaume,,
AAV CN,Advantage Oil & Gas Ltd,,N,88,60,59,99,94,54,82,Yes,"1,181","1,163",6.32,0,-11.2,26.4,,Taylor Cope,,
KEY CN,Keyera Corp,,N,89,41,87,99,89,38,57,Yes,"5,420","5,348",21.10,0,-8.7,19.7,,William DeAllaume,,
ENB CN,Enbridge Inc,Yes,O,89,70,79,82,97,70,42,Yes,"65,573","65,406",200.50,0,-14.5,20.1,,William DeAllaume,,
WCP CN,Whitecap Resources Inc,,O,89,73,54,95,98,16,92,Yes,"2,618","2,570",17.20,0,-29.3,34.5,,Taylor Cope,,
EA TB,Energy Absolute Pcl,,N,90,53,99,69,72,15,76,,"3,926",801,7.70,0,30.9,21.0,,Greg Scolaro,,
TLW LN,Tullow Oil Plc,Yes,N,91,78,68,86,99,53,98,Yes,"2,846","2,827",37.53,0,-31.3,16.0,,William DeAllaume,,
CPG CN,Crescent Point Energy Corp,,N,91,75,46,95,100,36,97,Yes,"3,628","3,603",36.66,0,-49.0,-227.8,,William DeAllaume,,
CLB,Core Laboratories Nv,Yes,N,91,2,99,95,96,29,31,Yes,"3,964","3,904",76.02,0,-14.0,32.4,,William DeAllaume,,
TEN IM,Tenaris Sa,Yes,O,94,56,95,95,93,16,72,Yes,"15,972","6,282",82.25,0,-9.1,27.4,,William DeAllaume,,
HES,Hess Corp,Yes,O,94,82,78,86,98,99,88,Yes,"12,269","11,519",184.02,0,-27.3,-11.3,,William DeAllaume,,
TOU CN,Tourmaline Oil Corp,,N,95,77,84,84,100,17,80,Yes,"5,197","4,837",18.70,0,-27.6,14.5,,William DeAllaume,,
2883 HK,China Oilfield Services Ltd,,N,95,76,93,77,96,52,93,Yes,"6,463","1,424",9.34,0,-8.2,36.3,,William DeAllaume,,
EOG,Eog Resources Inc,Yes,O,95,41,100,82,94,51,94,Yes,"48,644","48,431",299.98,0,-5.1,58.3,,William DeAllaume,,
CEU CN,Ces Energy Solutions Corp,Yes,O,96,83,99,33,92,8,94,,"1,086","1,032",4.52,0,-23.7,21.3,,Taylor Cope,,
SBO AV,Schoeller-Bleckmann Oilfield Equipment Ag,,N,98,79,99,83,94,33,88,,997,661,2.84,0,-7.2,26.5,,Taylor Cope,,
WFT,Weatherford International Plc,,N,98,88,88,94,96,80,87,Yes,"3,778","3,735",90.11,0,-14.4,-8.7,,William DeAllaume,,
PXD,Pioneer Natural Resources Co,Yes,O,99,68,100,87,97,19,91,Yes,"21,783","21,580",309.54,0,-10.3,51.5,,William DeAllaume,,
SPE CN,Spartan Energy Corp,,N,100,93,74,100,100,4,99,Yes,715,673,9.00,0,-39.7,113.3,,Taylor Cope,,
,,,,23,29,37,40,26,53,34,,,,,,26.9,,,,,
079440 KS,Ing Life Insurance Korea Ltd,,N,,24,15,,,13,,,"2,983","1,210",9.86,0,17.9,9.7,,Daniel Hill,,
BBAJIOO MM,Banco Del Bajio Sa,,O,,30,43,,,5,17,,"2,471","2,476",,,,10.9,,Daniel Hill,,
ALV GR,Allianz Se,,N,1,19,15,7,1,78,16,,"96,931","96,311",400.55,0,33.8,10.8,,Joel Gomberg,,
055550 KS,Shinhan Financial Group Co Ltd,Yes,O,1,50,3,5,9,79,49,,"21,789","18,098",42.49,0,25.6,8.4,,Joel Gomberg,,
GUARANTY NL,Guaranty Trust Bank Plc,Yes,N,1,7,2,11,10,45,56,,"3,324","3,318",2.48,0,78.2,7.1,,D.J. Neiman,,
AKBNK TI,Akbank Tas,,N,1,29,5,14,10,22,45,,"11,666","6,912",49.19,0,36.2,6.8,,Quant Intl,,
PFDAVVND CB,Banco Davivienda Sa,,N,1,19,3,5,22,27,23,,"5,032","1,203",0.85,0,13.9,8.2,,Daniel Hill,,
INL SJ,Investec Ltd,,NO,1,40,2,8,25,14,47,,"7,384","1,766",7.19,0,15.7,9.7,,Joel Gomberg,,
939 HK,China Construction Bank Corp,,N,1,6,1,46,32,70,12,,"213,110","78,151",229.11,0,13.2,5.6,,Joel Gomberg,,
VAKBN TI,Turkiye Vakiflar Bankasi Tao,,N,1,42,8,2,2,16,69,,"5,054","1,286",27.56,0,63.0,5.2,,Quant Intl,,
001450 KS,Hyundai Marine & Fire Insurance Co Ltd,,NO,1,38,2,10,13,42,59,,"3,690","2,258",8.91,0,58.0,8.4,,Quant Intl,,
1359 HK,China Cinda Asset Management Co Ltd,,NO,1,38,1,31,43,32,28,,"15,360","4,293",24.75,0,17.9,4.9,,Quant Intl,,
8725 JP,Ms&ad Insurance Group Holdings Inc,,N,1,16,3,15,36,49,60,,"20,280","15,427",64.49,0,14.7,9.1,,Quant Intl,,
AMUN FP,Amundi Sa,,N,1,43,16,2,1,35,45,,"15,772","4,470",17.50,0,51.6,14.3,,Joel Gomberg,,
MIC CN,Genworth Mi Canada Inc,,N,1,30,1,3,47,83,32,,"2,637","1,170",9.93,0,1.6,8.2,,Daniel Hill,,
SLHN VX,Swiss Life Holding Ag,,NO,1,36,5,31,1,55,36,,"11,657","11,553",73.93,0,30.8,11.2,,Quant Intl,,
2809 TT,King's Town Bank Co Ltd,,N,1,5,3,12,8,76,30,,"1,205",852,1.63,0,23.8,7.1,,Daniel Hill,,
005830 KS,Dongbu Insurance Co Ltd,,N,1,25,5,15,21,33,55,,"4,870","2,829",10.87,0,39.3,8.4,,Daniel Hill,,
TLV RO,Banca Transilvania Sa,,O,1,5,11,9,9,80,50,,"2,739","2,718",2.23,0,34.9,11.5,,D.J. Neiman,,
III LN,3i Group Plc,,O,1,4,8,7,1,82,90,,"11,818","11,667",40.57,0,42.4,9.9,,D.J. Neiman,,
1288 HK,Agricultural Bank Of China Ltd,,NO,1,10,4,25,29,63,32,,"177,030","13,048",62.95,0,19.3,4.9,,Quant Intl,,
RECL IN,Rural Electrification Corp Ltd,,NO,1,13,1,84,9,61,46,,"4,709","1,550",26.89,0,55.5,4.8,,Quant Intl,,
GARAN TI,Turkiye Garanti Bankasi As,Yes,O,1,11,3,8,9,20,47,,"12,874","6,941",113.19,0,42.7,6.5,,Joel Gomberg,,
LGEN LN,Legal & General Group Plc,,N,1,5,16,11,2,56,56,,"20,200","20,172",81.59,0,18.4,11.0,,Joel Gomberg,,
3618 HK,Chongqing Rural Commercial Bank Co Ltd,,N,1,6,1,15,30,57,29,,"6,654","1,798",4.96,0,31.8,4.7,,Daniel Hill,,
ISCTR TI,Turkiye Is Bankasi,,NO,1,36,2,5,1,36,45,,"9,692","3,073",31.14,0,54.3,5.9,,D.J. Neiman,,
TSKB TI,Turkiye Sinai Kalkinma Bankasi As,,O,1,11,3,30,13,18,26,,"1,002",449,2.66,0,32.0,5.5,,Daniel Hill,,
BNS CN,Bank Of Nova Scotia/the,,NO,2,19,10,13,38,58,2,,"73,655","73,629",211.49,0,-2.2,11.2,,Quant Intl,,
8630 JP,Sompo Holdings Inc,,NO,2,22,6,21,28,51,63,,"15,879","12,561",56.65,0,16.7,8.4,,Quant Intl,,
2881 TT,Fubon Financial Holding Co Ltd,Yes,O,2,21,3,42,57,62,35,,"15,995","9,390",25.23,0,1.7,8.9,,Joel Gomberg,,
3988 HK,Bank Of China Ltd,,N,2,13,1,81,38,79,10,,"168,306","38,019",156.04,0,15.1,5.5,,Joel Gomberg,,
TCS LI,Tcs Group Holding Plc,,N,2,20,26,3,12,20,71,,"2,310","2,310",1.46,0,26.4,9.7,,Daniel Hill,,
SAMBA AB,Samba Financial Group,,N,2,16,5,38,25,94,56,,"13,023","9,533",6.20,0,7.1,9.6,,Joel Gomberg,,
KTB TB,Krung Thai Bank Pcl,,N,2,23,1,58,46,69,38,,"7,734","2,871",16.47,0,14.3,7.3,,Quant Intl,,
YKBNK TI,Yapi Ve Kredi Bankasi As,,N,2,35,2,45,19,22,38,,"5,457",993,26.44,0,32.5,5.0,,D.J. Neiman,,
MAY MK,Malayan Banking Bhd,,N,2,28,20,11,2,64,41,,"23,697","8,152",28.06,0,27.5,12.7,,Quant Intl,,
3968 HK,China Merchants Bank Co Ltd,Yes,O,2,15,13,17,18,26,25,,"95,702","13,926",80.96,0,44.9,7.5,,Joel Gomberg,,
ALD LN,Aldermore Group Plc,,N,2,29,6,12,20,87,52,,993,729,3.93,0,0.5,7.2,,Daniel Hill,,
UOB SP,United Overseas Bank Ltd,,N,2,27,10,16,5,72,17,,"28,754","24,611",32.83,0,27.5,10.8,,Joel Gomberg,,
1398 HK,Industrial & Commercial Bank Of China Ltd,Yes,O,2,6,1,70,32,77,3,,"292,567","56,075",216.92,0,21.9,5.9,,Joel Gomberg,,
2891 TT,Ctbc Financial Holding Co Ltd,Yes,N,2,11,5,59,3,19,19,,"12,550","11,008",20.34,0,23.5,10.4,,Joel Gomberg,,
EQBNK KN,Equity Group Holdings Ltd/kenya,,N,2,11,3,57,16,33,40,,"1,572","1,333",1.24,0,44.7,7.7,,Daniel Hill,,
008560 KS,Meritz Securities Co Ltd,,N,2,51,5,3,9,60,,,"2,649",902,12.14,0,59.0,8.0,,Daniel Hill,,
SEBA SS,Skandinaviska Enskilda Banken Ab,,NO,2,31,13,8,7,80,26,,"27,713","21,672",87.85,0,27.8,12.4,,Quant Intl,,
086790 KS,Hana Financial Group Inc,,O,2,65,2,19,1,15,74,,"12,844","11,467",37.12,0,75.4,7.6,,Joel Gomberg,,
SWEDA SS,Swedbank Ab,,O,2,23,10,9,35,93,18,,"29,801","24,984",106.72,0,14.8,12.3,,Joel Gomberg,,
DIB UH,Dubai Islamic Bank Pjsc,,O,2,19,3,47,32,66,38,,"8,087","4,678",4.93,0,14.8,8.4,,D.J. Neiman,,
CS FP,Axa Sa,,O,2,48,3,17,7,72,32,,"70,474","70,268",273.11,0,22.2,9.4,,Joel Gomberg,,
8591 JP,Orix Corp,Yes,O,2,34,2,22,56,52,17,,"21,305","20,116",70.30,0,2.5,7.3,,Joel Gomberg,,
TROW,T Rowe Price Group Inc,Yes,N,2,1,27,3,34,66,29,,"20,096","19,346",124.82,0,11.2,15.0,,Joel Gomberg,,
VM/ LN,Virgin Money Holdings Uk Plc,,N,3,37,3,16,57,72,40,,"1,474",953,14.11,0,3.9,6.8,,Daniel Hill,,
5871 TT,Chailease Holding Co Ltd,,O,3,11,25,19,3,58,25,,"3,129","2,633",14.58,0,73.0,9.9,,Daniel Hill,,
CM CN,Canadian Imperial Bank Of Commerce,,NO,3,10,9,17,54,78,12,,"37,034","37,015",185.12,0,-7.1,9.8,,Quant Intl,,
MONET CP,Moneta Money Bank As,,O,3,18,5,35,42,100,29,,"1,790","1,790",4.47,0,24.8,12.1,,D.J. Neiman,,
2328 HK,Picc Property & Casualty Co Ltd,Yes,N,3,12,6,37,32,18,30,,"29,177","9,050",47.94,0,22.1,8.7,,Joel Gomberg,,
2892 TT,First Financial Holding Co Ltd,,NO,3,22,14,51,1,76,7,,"7,742","5,558",15.41,0,26.2,12.7,,Quant Intl,,
MUV2 GR,Muenchener Rueckversicherungs-Gesellschaft Ag In Muenchen,Yes,N,3,30,4,38,15,81,19,,"32,451","31,569",169.06,0,17.6,11.2,,Joel Gomberg,,
INGA NA,Ing Groep Nv,,NO,3,45,8,16,2,80,45,,"69,249","69,241",419.48,0,35.3,11.1,,Quant Intl,,
2356 HK,Dah Sing Banking Group Ltd,,NO,3,13,10,36,16,75,26,,"3,017",767,2.07,0,17.6,9.3,,Quant Intl,,
KKP TB,Kiatnakin Bank Pcl,,N,3,40,3,51,4,88,39,,"1,757","1,005",10.84,0,28.8,9.8,,Daniel Hill,,
SANMEXB MM,Grupo Financiero Santander Mexico Sab De Cv,,O,3,22,10,23,29,46,10,,"14,580","3,618",5.76,0,41.9,13.1,,Joel Gomberg,,
TISCO TB,Tisco Financial Group Pcl,,O,3,20,6,61,5,41,40,,"1,746","1,172",9.13,0,36.5,8.6,,Daniel Hill,,
ZURN VX,Zurich Insurance Group Ag,,N,3,17,7,56,9,76,37,,"45,765","45,365",198.45,0,16.6,12.1,,Joel Gomberg,,
139130 KS,Dgb Financial Group Inc,,O,3,51,1,39,6,51,33,,"1,686","1,473",5.72,0,27.8,5.5,,Daniel Hill,,
BBNI IJ,Bank Negara Indonesia Persero Tbk Pt,,O,3,17,9,37,13,28,12,,"10,343","4,106",9.71,0,38.7,9.2,,D.J. Neiman,,
138930 KS,Bnk Financial Group Inc,,N,3,35,2,52,11,52,10,,"2,975","1,896",10.12,0,34.5,5.7,,Daniel Hill,,
JPM,Jpmorgan Chase & Co,Yes,O,3,21,12,20,25,52,20,,"322,196","320,150","1,221.85",0,7.6,12.1,,Joel Gomberg,,
OTP HB,Otp Bank Plc,Yes,O,4,26,24,7,23,48,62,,"11,224","8,687",16.42,0,30.6,11.6,,D.J. Neiman,,
BUR LN,Burford Capital Ltd,,O,4,14,82,1,1,7,82,,"2,975","2,784",9.52,0,94.1,19.1,,D.J. Neiman,,
DAMAC UH,Damac Properties Dubai Co Pjsc,,N,4,9,7,56,24,92,50,,"6,457","1,794",6.07,0,73.3,6.9,,Alaina Anderson,,
BMA AR,Banco Macro Sa,Yes,O,4,7,46,4,13,9,37,,"6,637","2,543",1.09,0,36.4,11.4,,D.J. Neiman,,
BNP FP,Bnp Paribas Sa,Yes,O,4,66,4,5,10,74,40,,"95,646","87,280",470.97,0,26.7,9.8,,Joel Gomberg,,
SDR LN,Schroders Plc,,O,4,7,46,9,3,60,20,,"11,624","7,178",25.16,0,24.6,15.6,,Joel Gomberg,,
CBG LN,Close Brothers Group Plc,,O,4,7,11,40,20,77,16,,"2,974","2,934",10.49,0,12.6,11.7,,Daniel Hill,,
OCBC SP,Oversea-Chinese Banking Corp Ltd,,N,4,34,14,17,3,61,21,,"34,075","23,552",42.12,0,38.3,10.7,,Joel Gomberg,,
NA CN,National Bank Of Canada,,N,4,22,18,12,38,42,6,,"15,159","15,129",64.71,0,-2.8,10.0,,Joel Gomberg,,
998 HK,China Citic Bank Corp Ltd,,N,4,16,5,35,70,68,18,,"41,834","5,902",30.44,0,6.8,4.8,,Quant Intl,,
3328 HK,Bank Of Communications Co Ltd,,NO,4,14,4,46,62,88,9,,"62,079","5,255",21.68,0,7.5,5.3,,Quant Intl,,
PGR,Progressive Corp/the,Yes,N,4,6,72,2,1,14,54,,"28,407","28,230",133.62,0,35.5,18.0,,Joel Gomberg,,
LAZ,Lazard Ltd,Yes,N,4,2,15,30,14,65,48,,"5,621","5,466",31.08,0,17.2,11.7,,D.J. Neiman,,
OSB LN,Onesavings Bank Plc,,N,5,13,11,60,9,74,47,,"1,204",806,7.83,0,26.4,7.7,,Daniel Hill,,
CIX CN,Ci Financial Corp,Yes,N,5,1,12,32,48,61,7,,"5,806","5,531",20.71,0,-10.9,11.6,,Joel Gomberg,,
TOP DC,Topdanmark A/s,,N,5,1,40,11,9,96,47,,"3,463","1,588",6.79,0,32.1,16.5,,Daniel Hill,,
BMO CN,Bank Of Montreal,,NO,5,28,10,22,49,70,6,,"47,638","47,586",175.56,0,-7.3,11.0,,Quant Intl,,
BBRI IJ,Bank Rakyat Indonesia Persero Tbk Pt,Yes,O,5,8,28,22,13,37,10,,"28,287","12,232",22.31,0,29.7,11.6,,Joel Gomberg,,
NCB AB,National Commercial Bank,,N,5,22,29,12,26,91,47,,"27,743","9,894",14.95,0,25.8,10.5,,Joel Gomberg,,
UBL PA,United Bank Ltd/pakistan,,N,5,9,2,86,47,53,22,,"2,272",893,4.84,0,-10.5,8.0,,D.J. Neiman,,
SBK SJ,Standard Bank Group Ltd,,N,5,18,12,31,39,53,3,,"20,187","14,848",46.71,0,17.5,9.7,,Joel Gomberg,,
KOMB CP,Komercni Banka As,Yes,N,5,11,32,10,21,97,16,,"8,566","2,752",4.83,0,28.7,14.4,,Joel Gomberg,,
2318 HK,Ping An Insurance Group Co Of China Ltd,Yes,O,5,23,30,16,13,24,47,,"149,883","40,288",324.14,0,48.0,11.8,,Joel Gomberg,,
DANSKE DC,Danske Bank A/s,,N,5,51,9,21,1,68,45,,"36,228","27,652",113.52,0,38.2,11.2,,Quant Intl,,
ITSA4 BZ,Itausa - Investimentos Itau Sa,,N,5,23,12,24,42,86,11,,"23,596","12,332",44.27,0,18.3,8.7,,Quant Intl,,
IF IM,Banca Ifis Spa,,O,5,8,29,37,1,23,79,,"2,573","1,048",6.53,0,69.7,13.2,,D.J. Neiman,,
KBC BB,Kbc Group Nv,Yes,O,5,33,21,14,4,92,67,,"34,247","23,083",104.18,0,36.0,12.1,,Joel Gomberg,,
DNB NO,Dnb Asa,,NO,5,40,20,9,5,92,32,,"30,449","18,180",71.24,0,35.9,11.1,,Quant Intl,,
105560 KS,Kb Financial Group Inc,,NO,6,69,4,15,3,26,74,,"20,687","16,135",57.48,0,47.4,7.7,,Quant Intl,,
ENX FP,Euronext Nv,,N,6,1,50,5,14,86,11,,"4,013","3,029",16.19,0,42.6,15.6,,Daniel Hill,,
ITUB4 BZ,Itau Unibanco Holding Sa,Yes,O,6,25,12,30,42,51,11,,"79,268","41,615",120.95,0,15.7,10.4,,Joel Gomberg,,
ABCB4 BZ,Banco Abc Brasil Sa,,O,6,32,2,70,34,39,12,,"1,077",381,1.67,0,31.5,6.7,,Daniel Hill,,
LLOY LN,Lloyds Banking Group Plc,,N,6,73,7,2,10,98,72,,"60,030","59,998",250.42,0,16.9,9.1,,Joel Gomberg,,
BAFL PA,Bank Alfalah Ltd,,N,6,29,5,56,31,38,54,,612,293,0.84,0,4.9,6.9,,D.J. Neiman,,
SCR FP,Scor Se,,N,6,48,6,56,1,80,35,,"8,228","6,808",29.10,0,27.7,11.3,,Quant Intl,,
ESUR LN,Esure Group Plc,,N,6,8,54,16,1,62,45,,"1,527","1,044",3.96,0,63.3,13.9,,Daniel Hill,,
SABB AB,Saudi British Bank/the,,N,6,18,22,31,23,83,43,,"10,455","2,960",1.92,0,7.7,9.0,,Joel Gomberg,,
JYSK DC,Jyske Bank A/s,,N,7,45,12,21,7,79,34,,"5,781","3,961",18.79,0,34.6,11.5,,Daniel Hill,,
2887 TT,Taishin Financial Holding Co Ltd,,NO,7,31,4,78,7,66,55,,"4,284","3,832",10.00,0,27.6,10.0,,Quant Intl,,
000240 KS,Hankook Tire Worldwide Co Ltd,Yes,O,7,54,4,11,54,81,49,,"1,690",311,2.41,0,15.4,7.2,,Anil Daka,,
TD CN,Toronto-Dominion Bank/the,Yes,O,7,23,14,30,51,56,3,,"94,685","94,578",277.19,0,-8.1,11.3,,Joel Gomberg,,
000810 KS,Samsung Fire & Marine Insurance Co Ltd,Yes,N,7,15,22,25,39,45,53,,"11,908","10,809",23.00,0,16.9,11.7,,Joel Gomberg,,
8304 JP,Aozora Bank Ltd,,NO,7,37,10,22,39,96,46,,"4,550","4,485",20.70,0,10.9,11.6,,Quant Intl,,
HNR1 GR,Hannover Rueck Se,,N,7,9,15,66,8,90,32,,"14,891","7,412",27.52,0,21.8,11.7,,Joel Gomberg,,
NED SJ,Nedbank Group Ltd,,NO,7,25,6,52,60,57,7,,"8,371","4,687",18.03,0,-0.2,8.2,,Quant Intl,,
CNP FP,Cnp Assurances,,NO,7,49,4,69,1,55,22,,"16,055","3,483",15.90,0,34.7,10.8,,Quant Intl,,
BAER VX,Julius Baer Group Ltd,,N,7,41,41,3,4,39,26,,"12,579","12,161",93.41,0,28.7,13.4,,Joel Gomberg,,
440 HK,Dah Sing Financial Holdings Ltd,,NO,7,27,9,53,20,86,52,,"2,340","1,373",4.67,0,16.8,9.7,,Quant Intl,,
CHILE CI,Banco De Chile,Yes,O,8,19,38,35,3,63,12,,"14,240","4,348",6.38,0,28.1,14.8,,Joel Gomberg,,
RMH SJ,Rmb Holdings Ltd,,O,8,1,13,41,61,59,2,,"7,186","2,937",7.87,0,3.1,10.8,,Joel Gomberg,,
BGA SJ,Barclays Africa Group Ltd,,NO,8,27,1,85,65,74,14,Yes,"9,645","7,467",81.94,0,-6.6,7.9,,Quant Intl,,
DBS SP,Dbs Group Holdings Ltd,,N,8,25,8,81,7,48,26,,"38,558","27,210",66.00,0,35.1,10.1,,Joel Gomberg,,
ANIM IM,Anima Holding Spa,,O,8,24,53,11,4,87,34,,"2,465","2,220",13.67,0,54.7,14.1,,Daniel Hill,,
ACA FP,Credit Agricole Sa,,NO,8,71,5,20,1,35,73,,"51,062","22,091",162.73,0,47.4,11.3,,Quant Intl,,
2882 TT,Cathay Financial Holding Co Ltd,,NO,8,38,11,33,17,52,34,,"19,926","11,165",23.10,0,13.5,12.0,,Quant Intl,,
AZM IM,Azimut Holding Spa,Yes,O,8,20,33,32,10,59,48,,"3,071","2,840",28.88,0,38.9,12.7,,Daniel Hill,,
DLG LN,Direct Line Insurance Group Plc,,N,8,24,24,22,40,53,44,,"6,796","6,786",36.93,0,9.8,12.6,,D.J. Neiman,,
IGM CN,Igm Financial Inc,,N,8,12,21,35,33,75,8,,"7,899","2,726",11.56,0,3.4,12.1,,Quant Intl,,
BBTN IJ,Bank Tabungan Negara Persero Tbk Pt,,O,8,38,19,15,16,21,20,,"2,302",921,2.70,0,53.8,8.9,,Daniel Hill,,
SAMPO FH,Sampo Oyj,Yes,O,9,10,45,33,2,89,12,,"29,528","23,333",57.80,0,27.1,15.1,,Joel Gomberg,,
1988 HK,China Minsheng Banking Corp Ltd,,NO,9,14,9,46,83,81,11,,"43,182","5,491",36.32,0,-3.6,4.8,,Quant Intl,,
SYDB DC,Sydbank A/s,,N,9,32,31,22,4,85,27,,"2,876","2,778",9.34,0,39.3,11.7,,Daniel Hill,,
RY CN,Royal Bank Of Canada,Yes,O,9,11,20,46,34,65,8,,"106,946","106,894",303.06,0,-3.0,11.8,,Joel Gomberg,,
RNR,Renaissancere Holdings Ltd,Yes,N,9,19,41,19,20,46,30,,"5,907","5,783",27.37,0,6.9,14.9,,D.J. Neiman,,
MSCI,Msci Inc,Yes,N,9,2,87,1,16,21,35,,"10,174","9,931",40.07,0,40.9,25.3,,Daniel Hill,,
BEN,Franklin Resources Inc,Yes,N,9,9,48,16,15,93,9,,"23,708","14,277",86.21,0,14.0,14.6,,Joel Gomberg,,
JUP LN,Jupiter Fund Management Plc,Yes,O,10,1,40,30,9,50,14,,"3,116","2,678",13.92,0,34.5,14.6,,Daniel Hill,,
IAG CN,Industrial Alliance Insurance & Financial Services Inc,,NO,10,42,22,9,39,54,6,,"4,571","4,550",14.50,0,0.8,10.2,,Quant Intl,,
SKBN NO,Skandiabanken Asa,,N,10,26,44,23,3,90,30,,"1,125","1,124",1.37,0,39.1,12.0,,Daniel Hill,,
SAGA LN,Saga Plc,,N,10,14,30,35,26,56,3,,"2,861","2,850",10.68,0,16.3,12.6,,Daniel Hill,,
BME SM,Bolsas Y Mercados Espanoles Shmsf Sa,,N,10,1,45,20,17,94,11,,"3,020","2,999",5.27,0,23.5,16.1,,Daniel Hill,,
BCOLO CB,Bancolombia Sa,,N,10,37,18,24,17,29,12,,"10,343","2,857",7.34,0,27.9,9.8,,Joel Gomberg,,
GGAL AR,Grupo Financiero Galicia Sa,Yes,O,10,32,61,3,7,3,56,,"5,556","2,685",2.26,0,39.3,10.9,,D.J. Neiman,,
BLK,Blackrock Inc,Yes,O,10,16,43,20,24,37,3,,"68,500","49,087",244.73,0,12.8,16.8,,Joel Gomberg,,
NLY,Annaly Capital Management Inc,,N,10,36,28,11,23,54,27,,"13,546","13,502",111.75,0,25.9,10.5,,Quant Intl,,
SCB TB,Siam Commercial Bank Pcl/the,,N,11,14,8,79,44,81,22,,"14,654","9,901",26.30,0,8.8,9.6,,Joel Gomberg,,
GFNORTEO MM,Grupo Financiero Banorte Sab De Cv,Yes,O,11,23,22,45,26,24,5,,"19,862","19,838",34.86,0,39.5,13.2,,Joel Gomberg,,
IHFL IN,Indiabulls Housing Finance Ltd,,O,11,29,22,52,6,25,25,,"7,784","4,231",26.58,0,94.9,11.9,,D.J. Neiman,,
IFL AU,Ioof Holdings Ltd,,N,11,35,47,2,46,69,30,,"2,599","2,320",11.15,0,25.0,16.7,,Daniel Hill,,
CMBN SW,Cembra Money Bank Ag,,O,11,3,28,68,2,77,1,,"2,638","2,557",14.08,0,30.4,17.1,,Daniel Hill,,
FSR SJ,Firstrand Ltd,Yes,O,11,9,16,51,53,54,1,,"24,046","13,207",44.04,0,5.3,12.1,,Joel Gomberg,,
BEZ LN,Beazley Ireland Holdings Plc,,O,11,9,48,46,1,50,49,,"3,515","3,473",8.28,0,45.3,15.7,,D.J. Neiman,,
SLA LN,Standard Life Plc,,N,11,32,33,22,9,35,41,,"16,694","16,666",54.17,0,28.0,14.0,,Joel Gomberg,,
2884 TT,E.sun Financial Holding Co Ltd,,O,11,21,25,50,18,55,41,,"6,052","5,512",15.37,0,13.5,11.4,,D.J. Neiman,,
PAG LN,Paragon Group Of Cos Plc/the,,N,11,47,6,54,13,72,24,,"1,428","1,419",9.02,0,13.4,9.1,,Daniel Hill,,
PGHN VX,Partners Group Holding Ag,Yes,O,11,1,79,8,1,53,32,,"17,379","4,223",70.04,0,39.3,26.6,,Joel Gomberg,,
8750 JP,Dai-Ichi Life Holdings Inc,,N,11,26,10,58,50,80,53,,"19,528","18,132",98.03,0,5.9,10.6,,Quant Intl,,
BGEO LN,Bgeo Group Plc,,O,12,24,11,78,18,17,33,,"1,749","1,470",5.70,0,25.3,7.7,,Daniel Hill,,
BAP,Credicorp Ltd,Yes,O,12,19,37,34,20,40,3,,"16,137","7,498",48.09,0,22.6,12.4,,Joel Gomberg,,
IGG LN,Ig Group Holdings Plc,Yes,N,12,1,41,15,60,92,76,,"3,146","3,140",12.13,0,34.4,15.1,,Daniel Hill,,
